filename,width,height,x0,y0,x1,y1,label
12237,92,40,33.0,10.0,51.0,39.0,8
12237,92,40,48.0,3.0,67.0,32.0,2
12238,68,36,25.0,6.0,34.0,31.0,1
12238,68,36,33.0,6.0,44.0,31.0,8
12239,281,101,90.0,21.0,116.0,73.0,1
12240,102,42,34.0,9.0,49.0,38.0,1
12240,102,42,47.0,9.0,69.0,38.0,3
12241,308,130,97.0,11.0,145.0,108.0,4
12241,308,130,155.0,17.0,210.0,114.0,10
12242,43,14,12.0,1.0,17.0,12.0,2
12242,43,14,19.0,1.0,25.0,12.0,8
12242,43,14,25.0,1.0,30.0,12.0,10
12243,149,61,42.0,7.0,64.0,50.0,1
12243,149,61,79.0,5.0,100.0,48.0,7
12244,53,33,26.0,6.0,36.0,28.0,6
12245,60,18,13.0,1.0,22.0,17.0,3
12245,60,18,22.0,2.0,31.0,18.0,9
12245,60,18,31.0,1.0,40.0,17.0,2
12245,60,18,40.0,2.0,48.0,18.0,5
12246,51,19,15.0,2.0,20.0,15.0,1
12246,51,19,20.0,2.0,27.0,15.0,10
12246,51,19,28.0,2.0,37.0,15.0,10
12247,92,35,23.0,1.0,46.0,35.0,3
12247,92,35,45.0,1.0,68.0,35.0,8
12248,144,73,60.0,9.0,88.0,59.0,8
12249,38,14,10.0,1.0,19.0,14.0,5
12249,38,14,18.0,1.0,28.0,14.0,10
12250,97,44,32.0,7.0,46.0,40.0,1
12250,97,44,46.0,7.0,69.0,40.0,5
12251,56,26,17.0,1.0,27.0,23.0,9
12251,56,26,28.0,1.0,37.0,23.0,2
12252,63,31,23.0,2.0,31.0,30.0,3
12252,63,31,31.0,4.0,43.0,32.0,10
12253,140,70,76.0,21.0,89.0,52.0,2
12254,146,64,56.0,24.0,66.0,45.0,1
12254,146,64,61.0,21.0,73.0,42.0,5
12254,146,64,70.0,19.0,81.0,40.0,3
12254,146,64,77.0,19.0,89.0,40.0,2
12255,84,35,24.0,2.0,41.0,31.0,6
12255,84,35,41.0,3.0,58.0,32.0,9
12256,93,43,31.0,8.0,44.0,42.0,1
12256,93,43,47.0,5.0,61.0,39.0,6
12257,61,18,13.0,1.0,20.0,15.0,1
12257,61,18,22.0,1.0,30.0,15.0,5
12257,61,18,31.0,1.0,37.0,15.0,1
12257,61,18,39.0,1.0,47.0,15.0,8
12258,72,32,22.0,2.0,36.0,30.0,9
12258,72,32,33.0,1.0,49.0,29.0,7
12259,127,56,38.0,1.0,62.0,51.0,3
12259,127,56,62.0,6.0,93.0,56.0,7
12260,95,44,29.0,3.0,46.0,40.0,4
12260,95,44,47.0,4.0,63.0,41.0,9
12261,162,63,59.0,25.0,71.0,51.0,5
12261,162,63,71.0,25.0,84.0,51.0,2
12261,162,63,83.0,27.0,99.0,53.0,5
12262,86,39,33.0,9.0,44.0,29.0,3
12262,86,39,43.0,8.0,56.0,28.0,2
12263,116,55,44.0,14.0,56.0,45.0,1
12263,116,55,58.0,12.0,75.0,43.0,6
12264,184,72,54.0,9.0,80.0,54.0,5
12264,184,72,80.0,13.0,100.0,58.0,7
12264,184,72,103.0,20.0,125.0,65.0,2
12265,238,130,91.0,16.0,142.0,112.0,3
12266,43,20,15.0,1.0,23.0,19.0,4
12266,43,20,23.0,1.0,29.0,19.0,1
12267,416,121,98.0,55.0,123.0,100.0,2
12267,416,121,115.0,53.0,140.0,98.0,3
12267,416,121,136.0,50.0,160.0,95.0,8
12268,54,14,10.0,1.0,19.0,14.0,2
12268,54,14,19.0,1.0,27.0,14.0,3
12268,54,14,27.0,1.0,34.0,14.0,7
12268,54,14,34.0,1.0,44.0,14.0,5
12269,118,66,50.0,15.0,63.0,48.0,2
12270,82,41,29.0,5.0,40.0,35.0,1
12270,82,41,40.0,5.0,55.0,35.0,6
12271,77,41,34.0,5.0,43.0,32.0,6
12272,282,107,116.0,32.0,143.0,81.0,4
12272,282,107,144.0,26.0,175.0,75.0,3
12273,80,32,25.0,3.0,31.0,26.0,1
12273,80,32,32.0,4.0,44.0,27.0,2
12273,80,32,45.0,5.0,57.0,28.0,9
12274,151,82,62.0,1.0,91.0,66.0,6
12275,429,188,167.0,40.0,211.0,134.0,8
12275,429,188,219.0,52.0,268.0,146.0,9
12276,269,137,107.0,43.0,134.0,104.0,5
12276,269,137,136.0,42.0,163.0,103.0,10
12277,233,104,79.0,28.0,96.0,68.0,1
12277,233,104,97.0,29.0,120.0,69.0,3
12277,233,104,123.0,29.0,143.0,69.0,3
12278,49,20,14.0,1.0,24.0,19.0,2
12278,49,20,24.0,1.0,32.0,19.0,5
12279,58,28,23.0,3.0,34.0,21.0,3
12280,56,25,31.0,6.0,37.0,22.0,1
12281,190,82,74.0,24.0,92.0,51.0,3
12281,190,82,91.0,22.0,110.0,49.0,10
12282,118,43,38.0,9.0,47.0,35.0,1
12282,118,43,47.0,10.0,57.0,36.0,10
12282,118,43,58.0,9.0,68.0,35.0,10
12282,118,43,68.0,8.0,80.0,34.0,10
12283,68,28,28.0,3.0,35.0,21.0,5
12283,68,28,37.0,2.0,47.0,20.0,9
12284,113,49,39.0,9.0,56.0,43.0,6
12284,113,49,58.0,10.0,77.0,44.0,4
12285,121,56,43.0,8.0,59.0,47.0,2
12285,121,56,57.0,7.0,67.0,46.0,1
12285,121,56,66.0,6.0,79.0,45.0,10
12286,180,82,57.0,12.0,93.0,74.0,4
12286,180,82,94.0,11.0,127.0,73.0,5
12287,83,48,33.0,8.0,47.0,39.0,1
12288,140,76,53.0,12.0,87.0,65.0,8
12289,63,25,28.0,6.0,32.0,17.0,1
12289,63,25,32.0,7.0,40.0,18.0,9
12290,108,48,35.0,4.0,53.0,41.0,2
12290,108,48,54.0,2.0,74.0,39.0,6
12291,137,56,46.0,17.0,64.0,49.0,8
12291,137,56,64.0,12.0,81.0,44.0,3
12292,67,36,24.0,3.0,33.0,31.0,2
12292,67,36,34.0,4.0,42.0,32.0,2
12293,102,45,30.0,5.0,51.0,40.0,2
12293,102,45,51.0,3.0,71.0,38.0,10
12294,207,70,101.0,10.0,117.0,55.0,3
12294,207,70,118.0,7.0,134.0,52.0,8
12294,207,70,135.0,4.0,148.0,49.0,6
12295,89,39,31.0,5.0,38.0,27.0,1
12295,89,39,38.0,6.0,49.0,28.0,4
12295,89,39,48.0,6.0,59.0,28.0,9
12296,86,34,30.0,5.0,44.0,26.0,8
12296,86,34,46.0,5.0,59.0,26.0,8
12297,65,28,22.0,1.0,31.0,24.0,4
12297,65,28,30.0,2.0,42.0,25.0,8
12298,63,31,22.0,2.0,29.0,26.0,1
12298,63,31,29.0,3.0,37.0,27.0,6
12299,74,35,26.0,5.0,37.0,32.0,5
12299,74,35,37.0,5.0,50.0,32.0,5
12300,133,47,32.0,4.0,52.0,46.0,1
12300,133,47,50.0,2.0,75.0,44.0,10
12300,133,47,74.0,4.0,104.0,46.0,9
12301,246,86,63.0,13.0,82.0,41.0,7
12301,246,86,82.0,13.0,92.0,41.0,1
12301,246,86,92.0,13.0,99.0,41.0,4
12302,165,61,44.0,12.0,71.0,54.0,1
12302,165,61,68.0,10.0,94.0,52.0,4
12302,165,61,89.0,9.0,119.0,51.0,2
12303,64,26,23.0,3.0,30.0,19.0,6
12303,64,26,31.0,4.0,39.0,20.0,9
12304,57,21,18.0,1.0,26.0,16.0,5
12304,57,21,25.0,3.0,31.0,18.0,10
12304,57,21,31.0,2.0,38.0,17.0,7
12305,73,35,26.0,1.0,37.0,28.0,6
12305,73,35,37.0,2.0,47.0,29.0,8
12306,40,19,13.0,3.0,23.0,17.0,4
12306,40,19,23.0,2.0,28.0,16.0,1
12307,168,70,54.0,13.0,83.0,56.0,3
12307,168,70,81.0,12.0,115.0,55.0,4
12308,76,31,22.0,2.0,27.0,25.0,1
12308,76,31,28.0,1.0,37.0,24.0,5
12308,76,31,37.0,4.0,43.0,27.0,1
12308,76,31,44.0,4.0,50.0,27.0,4
12309,90,42,34.0,8.0,43.0,33.0,1
12309,90,42,42.0,7.0,54.0,32.0,3
12310,113,53,46.0,12.0,70.0,41.0,5
12311,51,26,19.0,6.0,23.0,17.0,1
12311,51,26,22.0,6.0,27.0,17.0,4
12311,51,26,27.0,7.0,33.0,18.0,5
12312,45,21,13.0,4.0,20.0,17.0,1
12312,45,21,21.0,4.0,29.0,17.0,6
12313,178,78,64.0,19.0,85.0,44.0,2
12313,178,78,84.0,17.0,99.0,42.0,8
12313,178,78,98.0,20.0,118.0,45.0,3
12314,62,28,22.0,4.0,32.0,23.0,3
12314,62,28,30.0,3.0,40.0,22.0,5
12315,123,50,49.0,17.0,57.0,37.0,1
12315,123,50,56.0,16.0,67.0,36.0,7
12315,123,50,66.0,16.0,76.0,36.0,8
12316,134,67,51.0,12.0,64.0,58.0,1
12316,134,67,66.0,10.0,86.0,56.0,7
12317,62,32,27.0,5.0,33.0,24.0,6
12317,62,32,33.0,5.0,38.0,24.0,9
12318,65,27,21.0,1.0,30.0,24.0,2
12318,65,27,29.0,1.0,39.0,24.0,3
12318,65,27,38.0,1.0,46.0,24.0,9
12319,40,17,11.0,1.0,19.0,15.0,4
12319,40,17,18.0,2.0,28.0,16.0,3
12320,200,98,68.0,6.0,99.0,87.0,1
12320,200,98,98.0,8.0,146.0,89.0,5
12321,80,27,21.0,1.0,32.0,22.0,3
12321,80,27,35.0,1.0,47.0,22.0,4
12321,80,27,49.0,1.0,61.0,22.0,6
12322,44,13,12.0,1.0,17.0,12.0,2
12322,44,13,18.0,1.0,23.0,12.0,7
12322,44,13,23.0,1.0,28.0,12.0,3
12322,44,13,29.0,1.0,33.0,12.0,1
12323,131,55,54.0,15.0,62.0,33.0,1
12323,131,55,62.0,17.0,70.0,35.0,9
12323,131,55,69.0,17.0,78.0,35.0,2
12324,94,41,26.0,4.0,46.0,34.0,4
12324,94,41,47.0,4.0,63.0,34.0,4
12325,64,27,17.0,4.0,28.0,23.0,2
12325,64,27,27.0,4.0,37.0,23.0,2
12325,64,27,34.0,4.0,42.0,23.0,4
12326,67,28,25.0,4.0,33.0,20.0,2
12326,67,28,34.0,6.0,43.0,22.0,6
12327,126,59,48.0,7.0,63.0,48.0,3
12327,126,59,65.0,7.0,80.0,48.0,5
12328,207,97,85.0,24.0,96.0,73.0,1
12328,207,97,93.0,24.0,113.0,73.0,4
12328,207,97,110.0,23.0,128.0,72.0,5
12329,185,78,56.0,18.0,87.0,64.0,2
12329,185,78,82.0,16.0,110.0,62.0,10
12329,185,78,101.0,9.0,128.0,55.0,7
12330,57,34,8.0,8.0,18.0,27.0,7
12330,57,34,19.0,7.0,29.0,26.0,4
12331,54,24,22.0,6.0,27.0,18.0,2
12331,54,24,26.0,7.0,31.0,19.0,5
12332,132,61,45.0,6.0,87.0,53.0,4
12333,218,79,61.0,14.0,94.0,63.0,2
12333,218,79,94.0,10.0,124.0,59.0,3
12333,218,79,125.0,13.0,161.0,62.0,5
12334,148,54,36.0,7.0,61.0,49.0,1
12334,148,54,60.0,3.0,82.0,45.0,1
12334,148,54,87.0,4.0,108.0,46.0,8
12335,83,40,30.0,7.0,42.0,33.0,2
12335,83,40,44.0,7.0,54.0,33.0,1
12336,126,62,45.0,5.0,63.0,54.0,3
12336,126,62,62.0,3.0,87.0,52.0,10
12337,60,27,23.0,7.0,30.0,23.0,1
12337,60,27,28.0,7.0,38.0,23.0,4
12338,140,54,36.0,4.0,73.0,49.0,9
12338,140,54,71.0,5.0,104.0,50.0,1
12339,134,54,46.0,9.0,68.0,43.0,8
12339,134,54,69.0,11.0,91.0,45.0,6
12340,224,111,113.0,18.0,144.0,93.0,7
12341,101,48,37.0,6.0,51.0,38.0,3
12341,101,48,54.0,9.0,70.0,41.0,7
12342,277,126,81.0,17.0,119.0,96.0,3
12342,277,126,116.0,16.0,152.0,95.0,6
12342,277,126,140.0,20.0,180.0,99.0,5
12343,306,155,149.0,71.0,176.0,121.0,3
12343,306,155,183.0,58.0,199.0,108.0,6
12343,306,155,198.0,62.0,219.0,112.0,4
12344,57,31,23.0,5.0,32.0,25.0,7
12345,135,48,30.0,4.0,42.0,48.0,1
12345,135,48,44.0,0.0,71.0,44.0,6
12345,135,48,74.0,3.0,97.0,47.0,2
12346,140,91,67.0,18.0,104.0,73.0,3
12346,140,91,101.0,14.0,135.0,69.0,8
12347,92,40,31.0,6.0,40.0,28.0,2
12347,92,40,41.0,8.0,50.0,30.0,2
12347,92,40,50.0,6.0,61.0,28.0,5
12348,50,19,16.0,1.0,23.0,19.0,1
12348,50,19,22.0,1.0,34.0,19.0,4
12349,162,88,68.0,17.0,93.0,71.0,5
12350,59,28,24.0,1.0,33.0,25.0,5
12351,448,138,140.0,65.0,163.0,109.0,2
12351,448,138,162.0,65.0,184.0,109.0,2
12351,448,138,182.0,69.0,202.0,113.0,9
12351,448,138,200.0,69.0,227.0,113.0,8
12352,255,117,100.0,25.0,130.0,93.0,4
12352,255,117,121.0,19.0,168.0,87.0,6
12353,108,60,48.0,14.0,60.0,45.0,6
12354,49,24,18.0,2.0,25.0,22.0,3
12354,49,24,25.0,2.0,32.0,22.0,4
12355,126,56,47.0,10.0,67.0,45.0,2
12355,126,56,69.0,11.0,81.0,46.0,1
12356,274,133,103.0,17.0,140.0,119.0,7
12356,274,133,133.0,14.0,179.0,116.0,7
12357,229,97,90.0,25.0,105.0,73.0,1
12357,229,97,103.0,24.0,128.0,72.0,2
12357,229,97,128.0,23.0,148.0,71.0,6
12358,223,103,81.0,18.0,109.0,75.0,3
12358,223,103,112.0,27.0,142.0,84.0,8
12359,134,55,39.0,7.0,66.0,52.0,2
12359,134,55,68.0,4.0,96.0,49.0,10
12360,71,32,19.0,2.0,35.0,29.0,4
12360,71,32,35.0,3.0,50.0,30.0,5
12361,46,24,17.0,1.0,24.0,20.0,5
12361,46,24,24.0,1.0,30.0,20.0,1
12362,114,61,42.0,11.0,58.0,50.0,5
12362,114,61,57.0,12.0,72.0,51.0,3
12363,98,52,35.0,1.0,43.0,21.0,1
12363,98,52,40.0,11.0,51.0,31.0,2
12363,98,52,47.0,18.0,57.0,38.0,5
12363,98,52,53.0,24.0,63.0,44.0,1
12364,132,72,10.0,29.0,22.0,65.0,1
12364,132,72,22.0,29.0,36.0,65.0,5
12364,132,72,36.0,25.0,47.0,61.0,1
12364,132,72,48.0,22.0,59.0,58.0,3
12365,170,68,47.0,10.0,83.0,67.0,8
12366,150,63,43.0,6.0,75.0,54.0,4
12366,150,63,76.0,1.0,106.0,49.0,6
12367,66,31,24.0,7.0,29.0,25.0,1
12367,66,31,30.0,3.0,40.0,21.0,5
12368,62,35,30.0,4.0,37.0,28.0,2
12368,62,35,36.0,4.0,45.0,28.0,9
12369,116,72,9.0,8.0,30.0,57.0,1
12369,116,72,29.0,10.0,58.0,59.0,6
12370,51,25,19.0,2.0,26.0,21.0,2
12370,51,25,26.0,2.0,34.0,21.0,2
12371,108,55,44.0,20.0,60.0,43.0,2
12371,108,55,53.0,11.0,68.0,34.0,7
12372,149,68,50.0,30.0,65.0,56.0,1
12372,149,68,64.0,19.0,76.0,45.0,8
12372,149,68,78.0,12.0,94.0,38.0,6
12373,98,43,38.0,11.0,50.0,27.0,8
12373,98,43,49.0,17.0,60.0,33.0,10
12374,111,46,55.0,9.0,70.0,39.0,10
12375,45,17,12.0,2.0,18.0,17.0,1
12375,45,17,19.0,1.0,25.0,16.0,1
12375,45,17,27.0,1.0,35.0,16.0,3
12376,121,55,41.0,7.0,60.0,47.0,3
12376,121,55,62.0,9.0,82.0,49.0,8
12377,72,27,18.0,2.0,34.0,26.0,3
12377,72,27,36.0,1.0,52.0,25.0,3
12378,121,63,42.0,1.0,88.0,57.0,7
12379,64,18,18.0,3.0,26.0,17.0,2
12379,64,18,26.0,4.0,33.0,18.0,7
12379,64,18,34.0,3.0,42.0,17.0,5
12379,64,18,42.0,3.0,48.0,17.0,1
12380,61,21,16.0,1.0,22.0,20.0,2
12380,61,21,25.0,1.0,33.0,20.0,3
12380,61,21,33.0,1.0,43.0,20.0,10
12381,62,33,22.0,4.0,37.0,31.0,4
12382,59,27,24.0,6.0,28.0,18.0,1
12383,91,45,30.0,5.0,49.0,37.0,5
12383,91,45,49.0,9.0,58.0,41.0,1
12384,180,57,44.0,9.0,71.0,41.0,7
12384,180,57,78.0,13.0,103.0,45.0,3
12384,180,57,113.0,9.0,132.0,41.0,4
12385,91,41,35.0,12.0,44.0,26.0,5
12385,91,41,43.0,11.0,55.0,25.0,9
12386,92,40,30.0,3.0,45.0,35.0,2
12387,151,69,51.0,15.0,73.0,53.0,2
12387,151,69,72.0,16.0,86.0,54.0,8
12387,151,69,86.0,16.0,98.0,54.0,3
12388,277,162,125.0,41.0,160.0,103.0,6
12388,277,162,157.0,33.0,192.0,95.0,3
12388,277,162,191.0,28.0,229.0,90.0,9
12389,173,84,60.0,26.0,78.0,65.0,5
12389,173,84,75.0,25.0,94.0,64.0,9
12390,205,88,59.0,8.0,102.0,80.0,6
12390,205,88,99.0,7.0,145.0,79.0,3
12391,45,19,15.0,1.0,21.0,16.0,1
12391,45,19,22.0,1.0,30.0,16.0,3
12392,77,33,23.0,1.0,39.0,30.0,7
12392,77,33,36.0,2.0,53.0,31.0,7
12393,277,145,97.0,25.0,125.0,75.0,4
12393,277,145,119.0,39.0,142.0,89.0,8
12394,55,21,16.0,1.0,23.0,18.0,7
12394,55,21,23.0,1.0,31.0,18.0,5
12394,55,21,30.0,1.0,38.0,18.0,4
12395,60,21,15.0,1.0,26.0,19.0,2
12395,60,21,28.0,1.0,34.0,19.0,3
12395,60,21,36.0,1.0,45.0,19.0,3
12396,174,75,55.0,10.0,87.0,64.0,2
12396,174,75,88.0,12.0,119.0,66.0,8
12397,90,52,33.0,6.0,55.0,44.0,4
12398,183,71,66.0,15.0,91.0,50.0,4
12398,183,71,88.0,16.0,116.0,51.0,10
12399,151,83,59.0,19.0,91.0,71.0,2
12400,97,46,37.0,5.0,49.0,35.0,1
12400,97,46,47.0,8.0,65.0,38.0,7
12401,90,34,25.0,3.0,36.0,27.0,1
12401,90,34,36.0,4.0,49.0,28.0,2
12401,90,34,49.0,4.0,64.0,28.0,9
12402,146,70,62.0,16.0,74.0,55.0,1
12402,146,70,71.0,16.0,84.0,55.0,3
12403,130,63,53.0,12.0,65.0,51.0,1
12403,130,63,63.0,12.0,76.0,51.0,9
12404,119,52,38.0,2.0,64.0,47.0,2
12404,119,52,57.0,2.0,82.0,47.0,2
12405,100,54,41.0,7.0,55.0,41.0,1
12406,76,41,30.0,6.0,45.0,33.0,8
12407,78,35,24.0,2.0,38.0,31.0,3
12407,78,35,37.0,1.0,52.0,30.0,10
12408,213,87,75.0,24.0,96.0,66.0,3
12408,213,87,97.0,25.0,119.0,67.0,10
12408,213,87,117.0,22.0,141.0,64.0,8
12409,97,48,22.0,0.0,42.0,43.0,1
12409,97,48,36.0,5.0,58.0,48.0,5
12409,97,48,54.0,3.0,78.0,46.0,9
12410,147,69,54.0,11.0,78.0,58.0,3
12410,147,69,81.0,11.0,95.0,58.0,1
12411,62,29,22.0,4.0,32.0,22.0,3
12411,62,29,32.0,4.0,42.0,22.0,2
12412,188,81,69.0,19.0,94.0,60.0,3
12412,188,81,95.0,20.0,125.0,61.0,9
12413,69,35,28.0,1.0,42.0,33.0,7
12414,141,51,49.0,7.0,66.0,37.0,2
12414,141,51,72.0,10.0,89.0,40.0,6
12414,141,51,93.0,17.0,110.0,47.0,10
12415,247,112,94.0,27.0,122.0,85.0,1
12415,247,112,121.0,26.0,156.0,84.0,6
12416,226,85,83.0,23.0,112.0,68.0,3
12416,226,85,108.0,18.0,140.0,63.0,2
12417,69,33,22.0,2.0,34.0,28.0,4
12417,69,33,34.0,2.0,46.0,28.0,7
12418,141,59,50.0,9.0,71.0,45.0,2
12418,141,59,73.0,8.0,96.0,44.0,9
12419,51,20,13.0,1.0,24.0,17.0,7
12419,51,20,24.0,2.0,35.0,18.0,10
12420,149,69,48.0,7.0,73.0,59.0,2
12420,149,69,73.0,6.0,98.0,58.0,4
12421,157,70,48.0,5.0,70.0,61.0,3
12421,157,70,66.0,5.0,88.0,61.0,4
12421,157,70,85.0,6.0,111.0,62.0,10
12422,141,63,52.0,7.0,74.0,53.0,1
12422,141,63,71.0,8.0,88.0,54.0,1
12423,104,49,44.0,14.0,49.0,31.0,1
12423,104,49,50.0,14.0,57.0,31.0,6
12423,104,49,59.0,15.0,69.0,32.0,4
12424,219,88,74.0,14.0,112.0,73.0,6
12424,219,88,115.0,16.0,153.0,75.0,2
12425,273,119,121.0,37.0,138.0,96.0,2
12425,273,119,139.0,32.0,158.0,91.0,3
12426,64,28,25.0,3.0,34.0,19.0,7
12426,64,28,34.0,4.0,42.0,20.0,1
12427,59,31,23.0,2.0,33.0,24.0,6
12428,122,55,47.0,13.0,63.0,44.0,2
12428,122,55,59.0,10.0,75.0,41.0,9
12429,380,178,119.0,13.0,187.0,158.0,4
12429,380,178,185.0,9.0,265.0,154.0,1
12430,117,55,42.0,8.0,54.0,39.0,7
12430,117,55,55.0,10.0,69.0,41.0,9
12431,88,38,30.0,6.0,40.0,29.0,1
12431,88,38,39.0,6.0,48.0,29.0,7
12431,88,38,46.0,6.0,57.0,29.0,8
12432,136,56,54.0,17.0,67.0,40.0,2
12432,136,56,65.0,16.0,75.0,39.0,1
12432,136,56,74.0,19.0,87.0,42.0,9
12433,330,155,115.0,21.0,166.0,132.0,2
12433,330,155,167.0,21.0,217.0,132.0,10
12434,227,71,141.0,20.0,154.0,44.0,5
12434,227,71,153.0,19.0,161.0,43.0,1
12435,107,47,37.0,3.0,49.0,37.0,1
12435,107,47,48.0,5.0,60.0,39.0,1
12435,107,47,58.0,7.0,73.0,41.0,4
12436,56,25,18.0,4.0,27.0,24.0,6
12436,56,25,28.0,2.0,36.0,22.0,10
12437,349,141,152.0,44.0,178.0,96.0,5
12437,349,141,174.0,39.0,200.0,91.0,6
12438,77,39,28.0,7.0,41.0,35.0,4
12438,77,39,39.0,5.0,50.0,33.0,7
12439,65,22,17.0,4.0,22.0,19.0,2
12439,65,22,25.0,4.0,32.0,19.0,10
12439,65,22,34.0,4.0,41.0,19.0,6
12439,65,22,43.0,2.0,49.0,17.0,2
12440,80,35,38.0,8.0,50.0,28.0,4
12441,226,98,62.0,1.0,107.0,79.0,8
12441,226,98,116.0,9.0,160.0,87.0,9
12442,357,174,159.0,122.0,169.0,143.0,4
12442,357,174,164.0,120.0,174.0,141.0,4
12442,357,174,173.0,120.0,183.0,141.0,8
12443,143,47,29.0,3.0,55.0,41.0,2
12443,143,47,55.0,1.0,81.0,39.0,5
12443,143,47,82.0,1.0,107.0,39.0,5
12444,70,34,23.0,7.0,36.0,31.0,2
12444,70,34,35.0,5.0,47.0,29.0,6
12445,132,61,41.0,8.0,64.0,56.0,6
12445,132,61,64.0,6.0,93.0,54.0,3
12446,60,32,25.0,2.0,34.0,27.0,1
12447,423,200,137.0,11.0,206.0,175.0,4
12447,423,200,217.0,13.0,295.0,177.0,3
12448,229,111,132.0,15.0,148.0,50.0,1
12448,229,111,141.0,19.0,156.0,54.0,5
12448,229,111,152.0,19.0,166.0,54.0,1
12448,229,111,159.0,18.0,183.0,53.0,3
12449,61,28,32.0,9.0,39.0,26.0,9
12450,71,32,27.0,6.0,37.0,29.0,5
12450,71,32,36.0,6.0,46.0,29.0,4
12451,239,113,82.0,35.0,108.0,94.0,1
12451,239,113,97.0,29.0,133.0,88.0,6
12451,239,113,120.0,15.0,159.0,74.0,6
12452,144,56,60.0,17.0,72.0,40.0,3
12452,144,56,71.0,16.0,91.0,39.0,10
12453,101,39,34.0,6.0,50.0,34.0,2
12453,101,39,48.0,2.0,66.0,30.0,5
12454,60,27,18.0,1.0,30.0,23.0,7
12454,60,27,31.0,1.0,43.0,23.0,7
12455,55,22,14.0,2.0,27.0,20.0,4
12455,55,22,28.0,1.0,42.0,19.0,9
12456,169,90,72.0,38.0,87.0,72.0,9
12456,169,90,84.0,40.0,98.0,74.0,7
12457,44,21,15.0,3.0,25.0,19.0,3
12457,44,21,25.0,3.0,32.0,19.0,1
12458,314,142,103.0,22.0,133.0,79.0,1
12458,314,142,123.0,38.0,151.0,95.0,8
12458,314,142,144.0,61.0,176.0,118.0,10
12459,424,224,174.0,62.0,215.0,187.0,4
12459,424,224,212.0,32.0,257.0,157.0,3
12460,121,46,41.0,2.0,52.0,33.0,2
12460,121,46,54.0,5.0,66.0,36.0,5
12460,121,46,70.0,3.0,82.0,34.0,6
12461,215,85,74.0,22.0,92.0,78.0,1
12461,215,85,95.0,10.0,118.0,66.0,4
12461,215,85,116.0,3.0,142.0,59.0,2
12462,86,39,29.0,8.0,37.0,29.0,3
12462,86,39,38.0,7.0,48.0,28.0,4
12462,86,39,47.0,7.0,57.0,28.0,9
12463,74,33,24.0,4.0,35.0,31.0,3
12463,74,33,36.0,5.0,49.0,32.0,3
12464,173,71,57.0,3.0,76.0,44.0,1
12464,173,71,69.0,8.0,94.0,49.0,3
12464,173,71,90.0,3.0,114.0,44.0,6
12465,66,33,24.0,6.0,33.0,26.0,3
12465,66,33,33.0,4.0,40.0,24.0,9
12466,151,68,57.0,25.0,75.0,48.0,4
12466,151,68,76.0,21.0,95.0,44.0,10
12467,99,40,34.0,4.0,50.0,31.0,2
12467,99,40,49.0,4.0,68.0,31.0,9
12468,86,41,35.0,11.0,44.0,30.0,5
12468,86,41,44.0,11.0,52.0,30.0,3
12469,66,35,30.0,13.0,35.0,29.0,1
12470,244,105,81.0,19.0,108.0,84.0,7
12470,244,105,105.0,20.0,124.0,85.0,2
12470,244,105,121.0,20.0,148.0,85.0,6
12471,48,27,21.0,6.0,28.0,24.0,7
12472,132,60,38.0,3.0,67.0,50.0,2
12472,132,60,67.0,5.0,93.0,52.0,10
12473,81,35,27.0,5.0,40.0,31.0,3
12473,81,35,42.0,5.0,55.0,31.0,6
12474,259,122,96.0,4.0,149.0,84.0,5
12475,102,45,35.0,5.0,45.0,34.0,1
12475,102,45,44.0,6.0,54.0,35.0,1
12475,102,45,54.0,9.0,69.0,38.0,4
12476,107,48,46.0,8.0,60.0,34.0,2
12477,67,17,13.0,1.0,23.0,14.0,2
12477,67,17,25.0,1.0,35.0,14.0,2
12477,67,17,38.0,2.0,47.0,15.0,3
12477,67,17,48.0,1.0,55.0,14.0,1
12478,129,56,54.0,10.0,64.0,36.0,1
12478,129,56,64.0,12.0,76.0,38.0,8
12479,74,32,26.0,5.0,36.0,25.0,4
12479,74,32,36.0,5.0,47.0,25.0,8
12480,67,34,23.0,1.0,41.0,29.0,8
12481,217,94,63.0,8.0,101.0,80.0,2
12481,217,94,96.0,7.0,126.0,79.0,5
12481,217,94,118.0,5.0,157.0,77.0,10
12482,106,39,33.0,4.0,42.0,29.0,1
12482,106,39,44.0,8.0,52.0,33.0,1
12482,106,39,54.0,11.0,70.0,36.0,8
12483,263,98,71.0,24.0,103.0,72.0,4
12483,263,98,99.0,26.0,130.0,74.0,4
12483,263,98,126.0,26.0,151.0,74.0,3
12483,263,98,154.0,22.0,180.0,70.0,10
12484,178,86,68.0,26.0,83.0,57.0,1
12484,178,86,76.0,21.0,94.0,52.0,2
12484,178,86,88.0,15.0,104.0,46.0,10
12485,100,44,27.0,4.0,49.0,41.0,9
12485,100,44,46.0,2.0,70.0,39.0,10
12486,118,66,44.0,9.0,58.0,54.0,8
12486,118,66,55.0,7.0,70.0,52.0,3
12487,259,119,86.0,12.0,125.0,97.0,3
12487,259,119,132.0,20.0,177.0,105.0,5
12488,217,156,55.0,94.0,72.0,126.0,3
12488,217,156,67.0,89.0,87.0,121.0,8
12489,129,53,34.0,5.0,53.0,40.0,6
12489,129,53,51.0,7.0,67.0,42.0,4
12489,129,53,67.0,3.0,86.0,38.0,2
12490,62,28,23.0,5.0,34.0,24.0,3
